shot_id,episode,shot_number,duration,shot_type,camera,character,emotion,action,dialogue,scene,time_period,lighting,color_palette,ai_prompt
S0044,2,14,4.0,俯拍,跟拍,艳红,狠心,凝视 - 六指被嘲笑,豆子，娘对不起你...,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),烛火摇曳,琥珀,"艳红, 狠心 expression, 凝视 - 六指被嘲笑, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, high angle shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0045,2,15,6.3,中景,斯坦尼康,艳红,无奈,化妆 - 庙会热闹场面,师傅，求您收下他吧！,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),烛火摇曳,淡金,"艳红, 无奈 expression, 化妆 - 庙会热闹场面, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, medium shot, 烛火摇曳, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0046,2,16,7.3,特写,斯坦尼康,小豆子,倔强,练功 - 艳红带小豆子,我本是男儿郎，又不是女娇娥...,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 练功 - 艳红带小豆子, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, extreme close-up shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0047,2,17,5.0,特写,固定,艳红,心痛,唱戏 - 六指被嘲笑,师傅，求您收下他吧！,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),油灯暖光,琥珀,"艳红, 心痛 expression, 唱戏 - 六指被嘲笑, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, extreme close-up shot, 油灯暖光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0048,2,18,2.3,仰拍,固定,艳红,心痛,行走 - 庙会热闹场面,,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),晨曦微光,暖黄,"艳红, 心痛 expression, 行走 - 庙会热闹场面, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, low angle shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0049,2,19,3.7,仰拍,拉远,小豆子,痴迷,仰望 - 艳红带小豆子,师哥...,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),晨曦微光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 痴迷 expression, 仰望 - 艳红带小豆子, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, low angle shot, 晨曦微光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0050,2,20,6.2,主观镜头,固定,小豆子,渴望,换装 - 六指被嘲笑,,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),油灯暖光,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 换装 - 六指被嘲笑, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, POV shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0051,2,21,4.4,过肩镜头,手持晃动,小豆子,倔强,俯身 - 庙会热闹场面,娘...,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),烛火摇曳,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 俯身 - 庙会热闹场面, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, over-the-shoulder shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0052,2,22,5.4,仰拍,斯坦尼康,小豆子,恐惧,回望 - 艳红带小豆子,师哥...,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),烛火摇曳,淡金,"young boy, delicate features, androgynous beauty, vulnerable, 恐惧 expression, 回望 - 艳红带小豆子, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, low angle shot, 烛火摇曳, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0053,2,23,6.7,过肩镜头,升降,艳红,母爱,落座 - 六指被嘲笑,师傅，求您收下他吧！,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),油灯暖光,淡金,"艳红, 母爱 expression, 落座 - 六指被嘲笑, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, over-the-shoulder shot, 油灯暖光, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0054,2,24,4.9,俯拍,斯坦尼康,艳红,无奈,起身 - 庙会热闹场面,豆子，娘对不起你...,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),烛火摇曳,老照片褐,"艳红, 无奈 expression, 起身 - 庙会热闹场面, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, high angle shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0055,2,25,5.7,过肩镜头,固定,艳红,母爱,抬眼 - 艳红带小豆子,豆子，娘对不起你...,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),烛火摇曳,老照片褐,"艳红, 母爱 expression, 抬眼 - 艳红带小豆子, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, over-the-shoulder shot, 烛火摇曳, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0056,2,26,2.4,中景,固定,小豆子,委屈,练功 - 六指被嘲笑,娘...,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 练功 - 六指被嘲笑, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, medium shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0057,2,27,7.0,近景,环绕,小豆子,倔强,俯身 - 庙会热闹场面,我不改！,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),晨曦微光,老照片褐,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 俯身 - 庙会热闹场面, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, close-up shot, 晨曦微光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0058,2,28,6.1,近景,环绕,小豆子,渴望,落座 - 艳红带小豆子,我不改！,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),油灯暖光,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 落座 - 艳红带小豆子, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, close-up shot, 油灯暖光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0059,2,29,2.2,大全景,环绕,小豆子,倔强,仰望 - 六指被嘲笑,娘...,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),油灯暖光,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 倔强 expression, 仰望 - 六指被嘲笑, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, wide establishing shot, 油灯暖光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0060,2,30,2.6,近景,固定,小豆子,渴望,起舞 - 庙会热闹场面,,北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘,民国初年 (1924-1937),烛火摇曳,琥珀,"young boy, delicate features, androgynous beauty, vulnerable, 渴望 expression, 起舞 - 庙会热闹场面, set in 北平庙会 - 民国初年热闹庙会，杂耍摊位，人群熙攘, close-up shot, 烛火摇曳, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0061,3,1,7.3,大全景,固定,关师傅,欣慰,练功 - 小豆子痛哭,打你是为了你好，不成器！,"关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦",民国初年 (1924-1937),油灯暖光,老照片褐,"关师傅, 欣慰 expression, 练功 - 小豆子痛哭, set in 关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦, wide establishing shot, 油灯暖光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0062,3,2,7.9,过肩镜头,跟拍,艳红,心痛,对视 - 送入关家科班,豆子，娘对不起你...,"关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦",民国初年 (1924-1937),晨曦微光,暖黄,"艳红, 心痛 expression, 对视 - 送入关家科班, set in 关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦, over-the-shoulder shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0063,3,3,3.9,特写,拉远,艳红,心痛,仰望 - 艳红狠心切指,豆子，娘对不起你...,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),烛火摇曳,淡金,"艳红, 心痛 expression, 仰望 - 艳红狠心切指, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, extreme close-up shot, 烛火摇曳, color palette: 淡金, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0064,3,4,6.9,主观镜头,固定,小豆子,委屈,对视 - 小豆子痛哭,我本是男儿郎，又不是女娇娥...,"关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦",民国初年 (1924-1937),烛火摇曳,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 对视 - 小豆子痛哭, set in 关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦, POV shot, 烛火摇曳, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0065,3,5,6.2,俯拍,环绕,艳红,无奈,换装 - 送入关家科班,,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),油灯暖光,琥珀,"艳红, 无奈 expression, 换装 - 送入关家科班, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, high angle shot, 油灯暖光, color palette: 琥珀, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0066,3,6,7.6,仰拍,拉远,小豆子,委屈,落座 - 艳红狠心切指,,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),烛火摇曳,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 委屈 expression, 落座 - 艳红狠心切指, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, low angle shot, 烛火摇曳, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0067,3,7,6.9,中景,拉远,艳红,无奈,唱戏 - 小豆子痛哭,豆子，娘对不起你...,"关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦",民国初年 (1924-1937),油灯暖光,老照片褐,"艳红, 无奈 expression, 唱戏 - 小豆子痛哭, set in 关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦, medium shot, 油灯暖光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0068,3,8,5.5,主观镜头,跟拍,艳红,心痛,仰望 - 送入关家科班,师傅，求您收下他吧！,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),油灯暖光,老照片褐,"艳红, 心痛 expression, 仰望 - 送入关家科班, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, POV shot, 油灯暖光, color palette: 老照片褐, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0069,3,9,3.9,特写,跟拍,艳红,心痛,凝视 - 艳红狠心切指,师傅，求您收下他吧！,"关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦",民国初年 (1924-1937),晨曦微光,暖黄,"艳红, 心痛 expression, 凝视 - 艳红狠心切指, set in 关家科班大门 - 古朴门楼，匾额""喜福成""，青砖灰瓦, extreme close-up shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S0070,3,10,5.5,中景,推进,小豆子,恐惧,对视 - 小豆子痛哭,,窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁,民国初年 (1924-1937),晨曦微光,暖黄,"young boy, delicate features, androgynous beauty, vulnerable, 恐惧 expression, 对视 - 小豆子痛哭, set in 窑姐艳红住所 - 简陋破旧的单间，昏暗油灯，斑驳墙壁, medium shot, 晨曦微光, color palette: 暖黄, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
