"shot_id","episode","scene_num","duration","shot_type","camera_angle","camera_movement","character","emotion","action","location","dialogue","Image_Prompt","Video_Prompt"
"E002_S014","2","2","2.1","MLS","Low-angle","Static","小豆子娘","痛楚","擁抱","胡同磨刀攤","","Cinematic, MLS shot, Low-angle, 小豆子娘, 痛楚, 擁抱, 胡同磨刀攤, 日間, high-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","MLS shot, 小豆子娘 擁抱, 痛楚 mood, 胡同磨刀攤, high-key lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S015","2","2","3.9","LS","Low-angle","Pan-L","小豆子","痛楚","擁抱","胡同磨刀攤","娘，我手冷","Cinematic, LS shot, Low-angle, 小豆子, 痛楚, 擁抱, 胡同磨刀攤, 日間, high-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, LS shot, 小豆子 擁抱, 痛楚 mood, 胡同磨刀攤, high-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S016","2","2","2.7","ELS","Low-angle","Pan-R","小豆子娘","痛楚","掙扎","胡同磨刀攤","","Cinematic, ELS shot, Low-angle, 小豆子娘, 痛楚, 掙扎, 胡同磨刀攤, 日間, high-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ELS shot, 小豆子娘 掙扎, 痛楚 mood, 胡同磨刀攤, high-key lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S017","2","3","3.6","OTS","Low-angle","Tilt-up","小豆子娘","恐懼","顫抖","關家堂屋","","Cinematic, OTS shot, Low-angle, 小豆子娘, 恐懼, 顫抖, 關家堂屋, 黃昏, high-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, OTS shot, 小豆子娘 顫抖, 恐懼 mood, 關家堂屋, high-key lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S018","2","3","2.9","POV","Low-angle","Tilt-down","小豆子","懇求","跪地","關家堂屋","","Cinematic, POV shot, Low-angle, 小豆子, 懇求, 跪地, 關家堂屋, 黃昏, high-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, POV shot, 小豆子 跪地, 懇求 mood, 關家堂屋, high-key lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S019","2","3","3.7","2Shot","Low-angle","Dolly-in","關師傅","審視","顫抖","關家堂屋","","Cinematic, 2Shot shot, Low-angle, 關師傅, 審視, 顫抖, 關家堂屋, 黃昏, high-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, 2Shot shot, 關師傅 顫抖, 審視 mood, 關家堂屋, high-key lighting, cinematic, 3.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S020","2","3","2.9","ECU","Low-angle","Dolly-out","小豆子","恐懼","顫抖","關家堂屋","救他一命了","Cinematic, ECU shot, Low-angle, 小豆子, 恐懼, 顫抖, 關家堂屋, 黃昏, high-key lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ECU shot, 小豆子 顫抖, 恐懼 mood, 關家堂屋, high-key lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S021","2","3","3.0","CU","Dutch","Truck-L","師兄弟們","痛苦","壓腿","練功房","","Cinematic, CU shot, Dutch, 師兄弟們, 痛苦, 壓腿, 練功房, 各時段, high-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, CU shot, 師兄弟們 壓腿, 痛苦 mood, 練功房, high-key lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S022","2","3","3.9","MCU","Dutch","Truck-R","小豆子","堅持","互助","練功房","","Cinematic, MCU shot, Dutch, 小豆子, 堅持, 互助, 練功房, 各時段, high-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, MCU shot, 小豆子 互助, 堅持 mood, 練功房, high-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S023","2","3","2.6","MS","Dutch","Crane-up","小石頭","堅持","唱腔","練功房","","Cinematic, MS shot, Dutch, 小石頭, 堅持, 唱腔, 練功房, 各時段, high-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, MS shot, 小石頭 唱腔, 堅持 mood, 練功房, high-key lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S024","2","3","2.4","MLS","Dutch","Crane-down","師兄弟們","堅持","唱腔","練功房","","Cinematic, MLS shot, Dutch, 師兄弟們, 堅持, 唱腔, 練功房, 各時段, high-key lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, MLS shot, 師兄弟們 唱腔, 堅持 mood, 練功房, high-key lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S025","2","4","2.8","LS","Dutch","Handheld","觀眾","入戲","亮相","戲園子","力拔山兮氣蓋世","Cinematic, LS shot, Dutch, 觀眾, 入戲, 亮相, 戲園子, 夜間, high-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, LS shot, 觀眾 亮相, 入戲 mood, 戲園子, high-key lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S026","2","4","3.4","ELS","Dutch","Steadicam","段小樓","入戲","對唱","戲園子","","Cinematic, ELS shot, Dutch, 段小樓, 入戲, 對唱, 戲園子, 夜間, high-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ELS shot, 段小樓 對唱, 入戲 mood, 戲園子, high-key lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S027","2","4","3.3","OTS","Dutch","Drone","程蝶衣","入戲","亮相","戲園子","","Cinematic, OTS shot, Dutch, 程蝶衣, 入戲, 亮相, 戲園子, 夜間, high-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, OTS shot, 程蝶衣 亮相, 入戲 mood, 戲園子, high-key lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S028","2","4","4.0","POV","Bird-eye","Static","段小樓","霸氣","對唱","戲園子","","Cinematic, POV shot, Bird-eye, 段小樓, 霸氣, 對唱, 戲園子, 夜間, high-key lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","POV shot, 段小樓 對唱, 霸氣 mood, 戲園子, high-key lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S029","2","4","3.4","2Shot","Bird-eye","Pan-L","程蝶衣","深情","凝視","後台化妝間","","Cinematic, 2Shot shot, Bird-eye, 程蝶衣, 深情, 凝視, 後台化妝間, 夜間, high-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, 2Shot shot, 程蝶衣 凝視, 深情 mood, 後台化妝間, high-key lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S030","2","4","3.2","ECU","Bird-eye","Pan-R","段小樓","糾結","凝視","後台化妝間","師哥","Cinematic, ECU shot, Bird-eye, 段小樓, 糾結, 凝視, 後台化妝間, 夜間, high-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ECU shot, 段小樓 凝視, 糾結 mood, 後台化妝間, high-key lighting, cinematic, 3.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S031","2","4","3.1","CU","Bird-eye","Tilt-up","程蝶衣","深情","對話","後台化妝間","","Cinematic, CU shot, Bird-eye, 程蝶衣, 深情, 對話, 後台化妝間, 夜間, high-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, CU shot, 程蝶衣 對話, 深情 mood, 後台化妝間, high-key lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S032","2","4","3.1","MCU","Bird-eye","Tilt-down","程蝶衣","隱忍","化妝","後台化妝間","","Cinematic, MCU shot, Bird-eye, 程蝶衣, 隱忍, 化妝, 後台化妝間, 夜間, high-key lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MCU shot, 程蝶衣 化妝, 隱忍 mood, 後台化妝間, high-key lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S033","2","5","3.5","MS","Bird-eye","Dolly-in","程蝶衣","憤怒","摔門","各場景","","Cinematic, MS shot, Bird-eye, 程蝶衣, 憤怒, 摔門, 各場景, 各時段, high-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, MS shot, 程蝶衣 摔門, 憤怒 mood, 各場景, high-key lighting, cinematic, 3.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S034","2","5","2.5","MLS","Bird-eye","Dolly-out","菊仙","絕望","摔門","各場景","","Cinematic, MLS shot, Bird-eye, 菊仙, 絕望, 摔門, 各場景, 各時段, high-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, MLS shot, 菊仙 摔門, 絕望 mood, 各場景, high-key lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S035","2","5","2.3","LS","Worm-eye","Truck-L","段小樓","憤怒","流淚","各場景","我沒變","Cinematic, LS shot, Worm-eye, 段小樓, 憤怒, 流淚, 各場景, 各時段, high-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, LS shot, 段小樓 流淚, 憤怒 mood, 各場景, high-key lighting, cinematic, 2.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S036","2","5","2.6","ELS","Worm-eye","Truck-R","程蝶衣","掙扎","爭吵","各場景","","Cinematic, ELS shot, Worm-eye, 程蝶衣, 掙扎, 爭吵, 各場景, 各時段, high-key lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, ELS shot, 程蝶衣 爭吵, 掙扎 mood, 各場景, high-key lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S037","2","5","2.2","OTS","Worm-eye","Crane-up","程蝶衣","抉擇","關鍵動作","各場景","","Cinematic, OTS shot, Worm-eye, 程蝶衣, 抉擇, 關鍵動作, 各場景, 各時段, high-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, OTS shot, 程蝶衣 關鍵動作, 抉擇 mood, 各場景, high-key lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S038","2","5","4.0","POV","Worm-eye","Crane-down","程蝶衣","崩潰","關鍵動作","各場景","","Cinematic, POV shot, Worm-eye, 程蝶衣, 崩潰, 關鍵動作, 各場景, 各時段, high-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 程蝶衣 關鍵動作, 崩潰 mood, 各場景, high-key lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S039","2","5","2.7","2Shot","Worm-eye","Handheld","程蝶衣","覺醒","轉變","各場景","","Cinematic, 2Shot shot, Worm-eye, 程蝶衣, 覺醒, 轉變, 各場景, 各時段, high-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 程蝶衣 轉變, 覺醒 mood, 各場景, high-key lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E002_S040","2","5","3.1","ECU","Worm-eye","Steadicam","程蝶衣","抉擇","轉變","各場景","我本是男兒郎","Cinematic, ECU shot, Worm-eye, 程蝶衣, 抉擇, 轉變, 各場景, 各時段, high-key lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 程蝶衣 轉變, 抉擇 mood, 各場景, high-key lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S001","3","1","2.1","CU","Eye-level","Pan-L","程蝶衣","疏離","環顧四周","現代劇院","","Cinematic, CU shot, Eye-level, 程蝶衣, 疏離, 環顧四周, 現代劇院, 日間, high-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 程蝶衣 環顧四周, 疏離 mood, 現代劇院, high-key lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S002","3","1","3.3","MCU","Eye-level","Pan-R","管場人","懷舊","緩步走來","現代劇院","","Cinematic, MCU shot, Eye-level, 管場人, 懷舊, 緩步走來, 現代劇院, 日間, high-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 管場人 緩步走來, 懷舊 mood, 現代劇院, high-key lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S003","3","1","2.3","MS","Eye-level","Tilt-up","管場人","疏離","環顧四周","現代劇院","","Cinematic, MS shot, Eye-level, 管場人, 疏離, 環顧四周, 現代劇院, 日間, high-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 管場人 環顧四周, 疏離 mood, 現代劇院, high-key lighting, cinematic, 2.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S004","3","1","3.3","MLS","Eye-level","Tilt-down","段小樓","疏離","對話交談","現代劇院","","Cinematic, MLS shot, Eye-level, 段小樓, 疏離, 對話交談, 現代劇院, 日間, high-key lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 段小樓 對話交談, 疏離 mood, 現代劇院, high-key lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S005","3","1","2.2","LS","Eye-level","Dolly-in","小豆子","市井","牽手走路","北平廟會","可想死我嘍","Cinematic, LS shot, Eye-level, 小豆子, 市井, 牽手走路, 北平廟會, 日間, high-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 小豆子 牽手走路, 市井 mood, 北平廟會, high-key lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S006","3","1","2.2","ELS","Eye-level","Dolly-out","小豆子","市井","張望","北平廟會","","Cinematic, ELS shot, Eye-level, 小豆子, 市井, 張望, 北平廟會, 日間, high-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 小豆子 張望, 市井 mood, 北平廟會, high-key lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S007","3","1","3.7","OTS","High-angle","Truck-L","商販","畏怯","張望","北平廟會","","Cinematic, OTS shot, High-angle, 商販, 畏怯, 張望, 北平廟會, 日間, high-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, OTS shot, 商販 張望, 畏怯 mood, 北平廟會, high-key lighting, cinematic, 3.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S008","3","1","3.9","POV","High-angle","Truck-R","小豆子","畏怯","躲避搭訕","北平廟會","","Cinematic, POV shot, High-angle, 小豆子, 畏怯, 躲避搭訕, 北平廟會, 日間, high-key lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, POV shot, 小豆子 躲避搭訕, 畏怯 mood, 北平廟會, high-key lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S009","3","2","2.1","2Shot","High-angle","Crane-up","小石頭","堅毅","耗頂","關家科班","","Cinematic, 2Shot shot, High-angle, 小石頭, 堅毅, 耗頂, 關家科班, 黃昏, high-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, 2Shot shot, 小石頭 耗頂, 堅毅 mood, 關家科班, high-key lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S010","3","2","3.0","ECU","High-angle","Crane-down","關師傅","威嚴","揮打","關家科班","一顆老鼠屎壞我一鍋湯","Cinematic, ECU shot, High-angle, 關師傅, 威嚴, 揮打, 關家科班, 黃昏, high-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, ECU shot, 關師傅 揮打, 威嚴 mood, 關家科班, high-key lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S011","3","2","2.4","CU","High-angle","Handheld","小癩子","恐懼","耗頂","關家科班","","Cinematic, CU shot, High-angle, 小癩子, 恐懼, 耗頂, 關家科班, 黃昏, high-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, CU shot, 小癩子 耗頂, 恐懼 mood, 關家科班, high-key lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S012","3","2","2.8","MCU","High-angle","Steadicam","小石頭","堅毅","偷看","關家科班","","Cinematic, MCU shot, High-angle, 小石頭, 堅毅, 偷看, 關家科班, 黃昏, high-key lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, MCU shot, 小石頭 偷看, 堅毅 mood, 關家科班, high-key lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E003_S013","3","2","3.8","MS","High-angle","Drone","小豆子娘","痛楚","擁抱","胡同磨刀攤","","Cinematic, MS shot, High-angle, 小豆子娘, 痛楚, 擁抱, 胡同磨刀攤, 日間, high-key lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, MS shot, 小豆子娘 擁抱, 痛楚 mood, 胡同磨刀攤, high-key lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
