"shot_id","episode","scene_num","shot_number","duration","shot_type","camera_angle","camera_movement","lens","focus","key_light","lighting_style","color_temp","light_direction","shadows","framing","depth","headroom","lead_room","character","emotion","action","eyeline","blocking","location","time_of_day","weather","props","costume","color_palette","dialogue","sfx","music","ambience","transition_in","transition_out","pacing","beat","phase","prompt_style","prompt_camera","prompt_mood","prompt_lighting","reference"
"E002_S019","2","3","19","3.7","2Shot","Low-angle","Dolly-in","Normal 50mm","Shallow","Natural","High-key","Neutral-5600K","Bottom","Soft","Dynamic","BG-focus","Normal","Lead-right","關師傅","審視","顫抖","Down","Enter-R","關家堂屋","黃昏","室內","茶碗","破襖","暗褐暖光","","呼吸聲","","迴響","Fade-out","Cut","Medium","Build","起","Cinematic","2shot shot, low-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S020","2","3","20","2.9","ECU","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","High-key","Cool-7000K","3-point","None","Rule-of-thirds","BG-focus","Loose","Center","小豆子","恐懼","顫抖","Off-screen-L","Exit-L","關家堂屋","黃昏","室內","茶碗","旗袍","暗褐暖光","救他一命了","風聲","緊張弦樂","空曠","Wipe","Cut","Medium","Build","起","Cinematic","ecu shot, low-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S021","2","3","21","3.0","CU","Dutch","Truck-L","Normal 50mm","Rack-focus","Natural","High-key","Cool-7000K","Front","None","Center","BG-focus","Loose","Center","師兄弟們","痛苦","壓腿","Up","Enter-L","練功房","各時段","室內","翎子","練功服","青灰木色","","鑼鼓聲","","壓抑","Match-cut","Cut","Fast","Tension","起","Cinematic","cu shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S022","2","3","22","3.9","MCU","Dutch","Truck-R","Normal 50mm","Rack-focus","Natural","High-key","Cool-7000K","Side-L","None","Golden-ratio","BG-focus","Loose","Center","小豆子","堅持","互助","Camera","Cross","練功房","各時段","室內","翎子","練功服","青灰木色","","呼吸聲","","壓抑","J-cut","Cut","Fast","Tension","起","Cinematic","mcu shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S023","2","3","23","2.6","MS","Dutch","Crane-up","Normal 50mm","Rack-focus","Natural","High-key","Cool-7000K","Side-R","None","Symmetry","BG-focus","Loose","Center","小石頭","堅持","唱腔","Off-screen-L","Enter-L","練功房","各時段","室內","翎子","練功服","青灰木色","","","","安靜","L-cut","Cut","Fast","Tension","起","Cinematic","ms shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S024","2","3","24","2.4","MLS","Dutch","Crane-down","Tele 85mm","Rack-focus","Practical","High-key","Cool-7000K","Back","None","Dynamic","Deep-all","Loose","Center","師兄弟們","堅持","唱腔","Off-screen-L","Turn","練功房","各時段","室內","翎子","練功服","青灰木色","","鑼鼓聲","","壓抑","Cut","Cut","Fast","Tension","起","Cinematic","mls shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S025","2","4","25","2.8","LS","Dutch","Handheld","Tele 85mm","Rack-focus","Practical","High-key","Cool-7000K","Top","None","Rule-of-thirds","Deep-all","Loose","Center","觀眾","入戲","亮相","Camera","Static","戲園子","夜間","室內","戲服","霸王戲服","濃艷戲彩","力拔山兮氣蓋世","人群嘈雜","","壓抑","Dissolve","Cut","Fast","Tension","起","Cinematic","ls shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S026","2","4","26","3.4","ELS","Dutch","Steadicam","Tele 85mm","Rack-focus","Practical","High-key","Cool-7000K","Bottom","None","Center","Deep-all","Loose","Center","段小樓","入戲","對唱","Up","Cross","戲園子","夜間","室內","胡琴","虞姬戲服","濃艷戲彩","","環境音","","嘈雜","Fade-in","Cut","Fast","Tension","起","Cinematic","els shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S027","2","4","27","3.3","OTS","Dutch","Drone","Tele 85mm","Rack-focus","Practical","High-key","Cool-7000K","3-point","None","Golden-ratio","Deep-all","Loose","Center","程蝶衣","入戲","亮相","Up","Cross","戲園子","夜間","室內","戲服","霸王戲服","濃艷戲彩","","","","嘈雜","Fade-out","Cut","Fast","Tension","起","Cinematic","ots shot, dutch","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S028","2","4","28","4.0","POV","Bird-eye","Static","Tele 85mm","Rack-focus","Practical","High-key","Cool-7000K","Front","None","Symmetry","Deep-all","Loose","Center","段小樓","霸氣","對唱","Off-screen-L","Exit-L","戲園子","夜間","室內","戲服","虞姬戲服","濃艷戲彩","","衣物摩擦","","空曠","Wipe","Cut","Fast","Tension","起","Cinematic","pov shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S029","2","4","29","3.4","2Shot","Bird-eye","Pan-L","Tele 85mm","Rack-focus","Practical","High-key","Cool-7000K","Side-L","None","Dynamic","Deep-all","Loose","Center","程蝶衣","深情","凝視","Camera","Static","後台化妝間","夜間","室內","化妝鏡","戲服/便裝","暗紅暖光","","","","嘈雜","Match-cut","Cut","Fast","Tension","起","Cinematic","2shot shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S030","2","4","30","3.2","ECU","Bird-eye","Pan-R","Tele 135mm","Split-diopter","Practical","High-key","Mixed","Side-R","Dramatic","Rule-of-thirds","Deep-all","Cropped","Off-frame","段小樓","糾結","凝視","Off-screen-R","Turn","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","師哥","腳步聲","漸強","迴響","J-cut","Cut","Fast","Tension","起","Cinematic","ecu shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S031","2","4","31","3.1","CU","Bird-eye","Tilt-up","Tele 135mm","Split-diopter","Practical","High-key","Mixed","Back","Dramatic","Center","Deep-all","Cropped","Off-frame","程蝶衣","深情","對話","Camera","Cross","後台化妝間","夜間","室內","頭面","戲服/便裝","暗紅暖光","","風聲","","迴響","L-cut","Cut","Fast","Climax","起","Cinematic","cu shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S032","2","4","32","3.1","MCU","Bird-eye","Tilt-down","Tele 135mm","Split-diopter","Mixed","High-key","Mixed","Top","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","隱忍","化妝","Up","Cross","後台化妝間","夜間","室內","頭面","戲服/便裝","暗紅暖光","","","","壓抑","Cut","Cut","Fast","Climax","起","Cinematic","mcu shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S033","2","5","33","3.5","MS","Bird-eye","Dolly-in","Tele 135mm","Split-diopter","Mixed","High-key","Mixed","Bottom","Dramatic","Symmetry","Layered","Cropped","Off-frame","程蝶衣","憤怒","摔門","Down","Exit-R","各場景","各時段","各天氣","各種","各式","高對比","","腳步聲","","安靜","Dissolve","Cut","Fast","Climax","起","Cinematic","ms shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S034","2","5","34","2.5","MLS","Bird-eye","Dolly-out","Tele 135mm","Split-diopter","Mixed","High-key","Mixed","3-point","Dramatic","Dynamic","Layered","Cropped","Off-frame","菊仙","絕望","摔門","Camera","Cross","各場景","各時段","各天氣","各種","各式","高對比","","風聲","","嘈雜","Fade-in","Cut","Fast","Climax","起","Cinematic","mls shot, bird-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S035","2","5","35","2.3","LS","Worm-eye","Truck-L","Tele 135mm","Split-diopter","Mixed","High-key","Mixed","Front","Dramatic","Rule-of-thirds","Layered","Cropped","Off-frame","段小樓","憤怒","流淚","Camera","Static","各場景","各時段","各天氣","各種","各式","高對比","我沒變","鑼鼓聲","","嘈雜","Fade-out","Cut","Fast","Climax","起","Cinematic","ls shot, worm-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S036","2","5","36","2.6","ELS","Worm-eye","Truck-R","Wide 16mm","Split-diopter","Mixed","High-key","Mixed","Side-L","Dramatic","Center","Layered","Cropped","Off-frame","程蝶衣","掙扎","爭吵","Up","Turn","各場景","各時段","各天氣","各種","各式","高對比","","腳步聲","","迴響","Wipe","Cut","Fast","Climax","起","Cinematic","els shot, worm-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S037","2","5","37","2.2","OTS","Worm-eye","Crane-up","Wide 16mm","Split-diopter","Mixed","High-key","Mixed","Side-R","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","抉擇","關鍵動作","Off-screen-L","Static","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","環境音","","空曠","Match-cut","Cut","Fast","Climax","起","Cinematic","ots shot, worm-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S038","2","5","38","4.0","POV","Worm-eye","Crane-down","Wide 16mm","Split-diopter","Mixed","High-key","Mixed","Back","Dramatic","Symmetry","Layered","Cropped","Off-frame","程蝶衣","崩潰","關鍵動作","Off-screen-R","Static","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","","","安靜","J-cut","Cut","Slow","Release","起","Cinematic","pov shot, worm-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S039","2","5","39","2.7","2Shot","Worm-eye","Handheld","Wide 16mm","Split-diopter","Mixed","High-key","Mixed","Top","Dramatic","Dynamic","Layered","Cropped","Off-frame","程蝶衣","覺醒","轉變","Off-screen-L","Static","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","衣物摩擦","","安靜","L-cut","Cut","Slow","Release","起","Cinematic","2shot shot, worm-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E002_S040","2","5","40","3.1","ECU","Worm-eye","Steadicam","Wide 16mm","Deep","Hard-key","High-key","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","程蝶衣","抉擇","轉變","Up","Enter-R","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","我本是男兒郎","呼吸聲","悲傷二胡","嘈雜","Cut","Fade-out","Slow","Release","起","Cinematic","ecu shot, worm-eye","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S001","3","1","1","2.1","CU","Eye-level","Pan-L","Wide 16mm","Deep","Hard-key","High-key","Warm-3200K","Side-L","Harsh","Center","FG-focus","Tight","Lead-left","程蝶衣","疏離","環顧四周","Off-screen-R","Exit-R","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","人群嘈雜","","迴響","Fade-in","Cut","Slow","Setup","起","Cinematic","cu shot, eye-level","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S002","3","1","2","3.3","MCU","Eye-level","Pan-R","Wide 16mm","Deep","Hard-key","High-key","Warm-3200K","Side-R","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","管場人","懷舊","緩步走來","Off-screen-L","Enter-L","現代劇院","日間","室內","聚光燈","工作服","灰藍冷色","","鑼鼓聲","","壓抑","Fade-in","Cut","Slow","Setup","起","Cinematic","mcu shot, eye-level","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S003","3","1","3","2.3","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","High-key","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","管場人","疏離","環顧四周","Off-screen-L","Static","現代劇院","日間","室內","京劇頭面","便裝","灰藍冷色","","呼吸聲","","空曠","Fade-out","Cut","Slow","Setup","起","Cinematic","ms shot, eye-level","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S004","3","1","4","3.3","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","High-key","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","段小樓","疏離","對話交談","Up","Exit-R","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","衣物摩擦","","壓抑","Wipe","Cut","Slow","Setup","起","Cinematic","mls shot, eye-level","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S005","3","1","5","2.2","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","High-key","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","小豆子","市井","牽手走路","Camera","Enter-R","北平廟會","日間","雪天","年貨","各色服飾","暖黃雜色","可想死我嘍","","","迴響","Match-cut","Cut","Slow","Setup","起","Cinematic","ls shot, eye-level","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S006","3","1","6","2.2","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","High-key","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子","市井","張望","Down","Exit-L","北平廟會","日間","雪天","攤販貨物","各色服飾","暖黃雜色","","呼吸聲","","安靜","J-cut","Cut","Medium","Build","起","Cinematic","els shot, eye-level","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S007","3","1","7","3.7","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","High-key","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","商販","畏怯","張望","Up","Exit-R","北平廟會","日間","雪天","糖葫蘆","各色服飾","暖黃雜色","","呼吸聲","","空曠","L-cut","Cut","Medium","Build","起","Cinematic","ots shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S008","3","1","8","3.9","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","High-key","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","小豆子","畏怯","躲避搭訕","Off-screen-R","Turn","北平廟會","日間","雪天","糖葫蘆","老式旗袍","暖黃雜色","","環境音","","空曠","Cut","Cut","Medium","Build","起","Cinematic","pov shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S009","3","2","9","2.1","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","High-key","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","小石頭","堅毅","耗頂","Off-screen-L","Turn","關家科班","黃昏","陰冷","竹竿","練功服","土褐暗色","","鑼鼓聲","","安靜","Dissolve","Cut","Medium","Build","起","Cinematic","2shot shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S010","3","2","10","3.0","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","High-key","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","關師傅","威嚴","揮打","Up","Static","關家科班","黃昏","陰冷","練功墊","練功服","土褐暗色","一顆老鼠屎壞我一鍋湯","環境音","漸強","安靜","Fade-in","Cut","Medium","Build","起","Cinematic","ecu shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S011","3","2","11","2.4","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","High-key","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","小癩子","恐懼","耗頂","Up","Exit-R","關家科班","黃昏","陰冷","竹竿","練功服","土褐暗色","","腳步聲","","嘈雜","Fade-out","Cut","Medium","Build","起","Cinematic","cu shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S012","3","2","12","2.8","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","High-key","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","小石頭","堅毅","偷看","Up","Exit-R","關家科班","黃昏","陰冷","刀胚子","破衣","土褐暗色","","腳步聲","","安靜","Wipe","Cut","Medium","Build","起","Cinematic","mcu shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S013","3","2","13","3.8","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","High-key","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子娘","痛楚","擁抱","Down","Enter-R","胡同磨刀攤","日間","雪天","菜刀","老式旗袍","白灰血紅","","腳步聲","","嘈雜","Match-cut","Cut","Medium","Build","起","Cinematic","ms shot, high-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S014","3","2","14","3.0","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","High-key","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子娘","茫然","按刀","Off-screen-L","Exit-L","胡同磨刀攤","日間","雪天","磨刀石","老式旗袍","白灰血紅","","風聲","","安靜","J-cut","Cut","Medium","Build","起","Cinematic","mls shot, low-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S015","3","2","15","3.6","LS","Low-angle","Pan-L","Normal 35mm","Shallow","Soft-key","High-key","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小豆子","茫然","掙扎","Up","Enter-R","胡同磨刀攤","日間","雪天","菜刀","破舊棉襖","白灰血紅","娘，我手冷","風聲","","嘈雜","L-cut","Cut","Medium","Build","起","Cinematic","ls shot, low-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
"E003_S016","3","2","16","2.1","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","High-key","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子","痛楚","按刀","Off-screen-R","Exit-R","胡同磨刀攤","日間","雪天","磨刀石","破舊棉襖","白灰血紅","","呼吸聲","","迴響","Cut","Cut","Medium","Build","起","Cinematic","els shot, low-angle","Melancholic","high-key lighting","《霸王別姬》陳凱歌 1Mo"
